"Year","CN","RW"
1911,"18T102",1.26
1912,"18T102",1.4
1913,"18T102",1.52
1914,"18T102",1.43
1915,"18T102",1.17
1916,"18T102",1.24
1917,"18T102",1.18
1918,"18T102",0.95
1919,"18T102",1.06
1920,"18T102",0.93
1921,"18T102",1.05
1922,"18T102",1.12
1923,"18T102",1.19
1924,"18T102",1.05
1925,"18T102",0.92
1926,"18T102",1.07
1927,"18T102",1.2
1928,"18T102",1.95
1929,"18T102",1.78
1930,"18T102",1.48
1931,"18T102",1.85
1932,"18T102",1.41
1933,"18T102",1.53
1934,"18T102",1.56
1935,"18T102",1.37
1936,"18T102",1.15
1937,"18T102",1.05
1938,"18T102",1.14
1939,"18T102",0.95
1940,"18T102",1.01
1941,"18T102",1.13
1942,"18T102",1.23
1943,"18T102",1.19
1944,"18T102",1.39
1945,"18T102",1.32
1946,"18T102",0.96
1947,"18T102",1.1
1948,"18T102",1.12
1949,"18T102",0.88
1950,"18T102",1.08
1951,"18T102",0.86
1952,"18T102",0.73
1953,"18T102",0.87
1954,"18T102",0.98
1955,"18T102",1.08
1956,"18T102",0.84
1957,"18T102",0.96
1958,"18T102",1.04
1959,"18T102",1.14
1960,"18T102",1.12
1961,"18T102",1.14
1962,"18T102",0.94
1963,"18T102",1.2
1964,"18T102",1.16
1965,"18T102",1.16
1966,"18T102",1.07
1967,"18T102",1.22
1968,"18T102",0.94
1969,"18T102",1.18
1970,"18T102",0.95
1971,"18T102",0.85
1972,"18T102",0.84
1973,"18T102",0.9
1974,"18T102",0.91
1975,"18T102",0.88
1976,"18T102",0.85
1977,"18T102",0.85
1978,"18T102",0.88
1979,"18T102",0.82
1980,"18T102",0.92
1981,"18T102",0.87
1982,"18T102",0.78
1983,"18T102",0.86
1984,"18T102",0.9
1985,"18T102",0.73
1986,"18T102",0.83
1987,"18T102",0.74
1988,"18T102",0.64
1989,"18T102",0.64
1990,"18T102",0.66
1991,"18T102",0.56
1992,"18T102",0.52
1993,"18T102",0.56
1994,"18T102",0.6
1995,"18T102",0.71
1996,"18T102",0.73
1997,"18T102",0.69
1998,"18T102",0.66
1999,"18T102",0.74
2000,"18T102",0.9
2001,"18T102",0.78
2002,"18T102",0.84
2003,"18T102",1.18
2004,"18T102",1.08
2005,"18T102",1.09
2006,"18T102",1.06
2007,"18T102",0.88
2008,"18T102",1.2
2009,"18T102",0.93
2010,"18T102",1
2011,"18T102",1.04
2012,"18T102",1.03
2013,"18T102",0.95
2014,"18T102",1
2015,"18T102",0.96
2016,"18T102",1.01
2017,"18T102",0.96
1993,"18T103",4.22
1994,"18T103",3.68
1995,"18T103",4.33
1996,"18T103",3.23
1997,"18T103",4.24
1998,"18T103",3.7
1999,"18T103",2.97
2000,"18T103",5.26
2001,"18T103",5.38
2002,"18T103",5.39
2003,"18T103",4.52
2004,"18T103",4.91
2005,"18T103",3.7
2006,"18T103",3.45
2007,"18T103",3.87
2008,"18T103",4.28
2009,"18T103",4.48
2010,"18T103",4.59
2011,"18T103",6.11
2012,"18T103",4.73
2013,"18T103",4.44
2014,"18T103",5.4
2015,"18T103",4.52
2016,"18T103",5.1
2017,"18T103",5.27
2018,"18T103",4.59
1971,"18T104",5.82
1972,"18T104",6.58
1973,"18T104",7.51
1974,"18T104",9.15
1975,"18T104",10.04
1976,"18T104",8.59
1977,"18T104",5.47
1978,"18T104",11.05
1979,"18T104",9.37
1980,"18T104",10.34
1981,"18T104",9.75
1982,"18T104",7.04
1983,"18T104",6.56
1984,"18T104",4.71
1985,"18T104",3.1
1986,"18T104",2.91
1987,"18T104",1.78
1988,"18T104",1.51
1989,"18T104",1.06
1990,"18T104",1.15
1991,"18T104",1.04
1992,"18T104",0.69
1993,"18T104",0.62
1994,"18T104",0.62
1995,"18T104",0.39
1996,"18T104",0.17
1997,"18T104",0.25
1998,"18T104",0.4
1999,"18T104",0.23
2000,"18T104",0.35
2001,"18T104",0.4
2002,"18T104",0.31
2003,"18T104",0.17
2004,"18T104",0.2
2005,"18T104",0.28
2006,"18T104",0.23
2007,"18T104",0.2
2008,"18T104",0.24
2009,"18T104",0.27
2010,"18T104",0.28
2011,"18T104",0.41
2012,"18T104",0.32
2013,"18T104",0.24
2014,"18T104",0.32
2015,"18T104",0.3
2016,"18T104",0.24
2017,"18T104",0.14
1940,"18T105",5.71
1941,"18T105",7.8
1942,"18T105",7.23
1943,"18T105",6.08
1944,"18T105",4.43
1945,"18T105",4.79
1946,"18T105",4.68
1947,"18T105",5.22
1948,"18T105",5.94
1949,"18T105",4.39
1950,"18T105",4.62
1951,"18T105",3.96
1952,"18T105",4.38
1953,"18T105",3.98
1954,"18T105",4.19
1955,"18T105",4.27
1956,"18T105",4.44
1957,"18T105",4.52
1958,"18T105",4.68
1959,"18T105",3.85
1960,"18T105",3.31
1961,"18T105",3.15
1962,"18T105",3.04
1963,"18T105",3.37
1964,"18T105",3
1965,"18T105",2.4
1966,"18T105",2.04
1967,"18T105",2.42
1968,"18T105",1.82
1969,"18T105",2.21
1970,"18T105",2.22
1971,"18T105",2.48
1972,"18T105",2.43
1973,"18T105",2.05
1974,"18T105",2.34
1975,"18T105",2.26
1976,"18T105",2.87
1977,"18T105",1.73
1978,"18T105",1.83
1979,"18T105",1.72
1980,"18T105",2.98
1981,"18T105",1.83
1982,"18T105",1.63
1983,"18T105",2.14
1984,"18T105",1.8
1985,"18T105",1.7
1986,"18T105",1.22
1987,"18T105",2.03
1988,"18T105",2.3
1989,"18T105",1.65
1990,"18T105",2.09
1991,"18T105",1.33
1992,"18T105",1.3
1993,"18T105",1.77
1994,"18T105",1.82
1995,"18T105",1.9
1996,"18T105",1.85
1997,"18T105",2.37
1998,"18T105",2.14
1999,"18T105",1.92
2000,"18T105",1.6
2001,"18T105",1.57
2002,"18T105",1.23
2003,"18T105",1.8
2004,"18T105",1.44
2005,"18T105",1.58
2006,"18T105",1.55
2007,"18T105",1.91
2008,"18T105",1.75
2009,"18T105",1.4
2010,"18T105",2.34
2011,"18T105",1.95
2012,"18T105",1.46
2013,"18T105",1.15
2014,"18T105",0.98
2015,"18T105",1.52
2016,"18T105",1
2017,"18T105",0.98
1998,"18T107",6.41
1999,"18T107",6.15
2000,"18T107",6.9
2001,"18T107",6.58
2002,"18T107",5.57
2003,"18T107",5.34
2004,"18T107",3.58
2005,"18T107",7.09
2006,"18T107",4.89
2007,"18T107",6.84
2008,"18T107",6.37
2009,"18T107",5.65
2010,"18T107",6.28
2011,"18T107",6.93
2012,"18T107",5.78
2013,"18T107",4.67
2014,"18T107",5.08
2015,"18T107",4.44
2016,"18T107",3.1
2017,"18T107",3.81
2018,"18T107",3.81
1960,"18T108",8.4
1961,"18T108",7.85
1962,"18T108",6.59
1963,"18T108",8.37
1964,"18T108",7.32
1965,"18T108",6.86
1966,"18T108",6.04
1967,"18T108",8.38
1968,"18T108",6.79
1969,"18T108",5.92
1970,"18T108",5.54
1971,"18T108",5.16
1972,"18T108",5.67
1973,"18T108",5.28
1974,"18T108",7.17
1975,"18T108",6.8
1976,"18T108",5.53
1977,"18T108",5.38
1978,"18T108",6.34
1979,"18T108",4.77
1980,"18T108",5.32
1981,"18T108",4.88
1982,"18T108",4.67
1983,"18T108",5.33
1984,"18T108",4.68
1985,"18T108",4.13
1986,"18T108",3.96
1987,"18T108",3.62
1988,"18T108",4.11
1989,"18T108",2.63
1990,"18T108",2.23
1991,"18T108",2.65
1992,"18T108",2.16
1993,"18T108",2.83
1994,"18T108",2.43
1995,"18T108",2.85
1996,"18T108",2.42
1997,"18T108",2.55
1998,"18T108",2.98
1999,"18T108",2.64
2000,"18T108",2.74
2001,"18T108",2.1
2002,"18T108",2.71
2003,"18T108",2.27
2004,"18T108",1.81
2005,"18T108",2.42
2006,"18T108",1.82
2007,"18T108",2.19
2008,"18T108",1.95
2009,"18T108",1.87
2010,"18T108",2.06
2011,"18T108",2.1
2012,"18T108",2.39
2013,"18T108",2.37
2014,"18T108",2.45
2015,"18T108",3.37
2016,"18T108",3.47
2017,"18T108",3.32
1804,"18T109",1.3
1805,"18T109",2.09
1806,"18T109",2.05
1807,"18T109",1.54
1808,"18T109",2.31
1809,"18T109",2.02
1810,"18T109",1.34
1811,"18T109",0.86
1812,"18T109",0.95
1813,"18T109",1.47
1814,"18T109",1.65
1815,"18T109",1.24
1816,"18T109",1.63
1817,"18T109",1.79
1818,"18T109",1.94
1819,"18T109",2.01
1820,"18T109",1.37
1821,"18T109",1.92
1822,"18T109",1.84
1823,"18T109",1.28
1824,"18T109",1.51
1825,"18T109",2.16
1826,"18T109",2.05
1827,"18T109",1.67
1828,"18T109",1.53
1829,"18T109",1.81
1830,"18T109",1.29
1831,"18T109",1.31
1832,"18T109",2.4
1833,"18T109",1.38
1834,"18T109",1.6
1835,"18T109",2.15
1836,"18T109",1.9
1837,"18T109",1.8
1838,"18T109",1.51
1839,"18T109",1.58
1840,"18T109",1.53
1841,"18T109",1.78
1842,"18T109",1.13
1843,"18T109",0.96
1844,"18T109",1.06
1845,"18T109",1.56
1846,"18T109",1.55
1847,"18T109",1.29
1848,"18T109",1.74
1849,"18T109",0.9
1850,"18T109",0.98
1851,"18T109",1.08
1852,"18T109",0.7
1853,"18T109",1.18
1854,"18T109",1.6
1855,"18T109",1.38
1856,"18T109",1.33
1857,"18T109",1.06
1858,"18T109",0.97
1859,"18T109",0.71
1860,"18T109",2.02
1861,"18T109",1.54
1862,"18T109",1.25
1863,"18T109",1.05
1864,"18T109",0.33
1865,"18T109",0.14
1866,"18T109",0.27
1867,"18T109",0.17
1868,"18T109",0.34
1869,"18T109",0.26
1870,"18T109",0.54
1871,"18T109",0.69
1872,"18T109",0.65
1873,"18T109",1.09
1874,"18T109",1.13
1875,"18T109",1.18
1876,"18T109",1.22
1877,"18T109",1.84
1878,"18T109",1.92
1879,"18T109",2.56
1880,"18T109",2.16
1881,"18T109",2.16
1882,"18T109",1.58
1883,"18T109",1.22
1884,"18T109",1.78
1885,"18T109",1.51
1886,"18T109",0.97
1887,"18T109",1.41
1888,"18T109",1.77
1889,"18T109",1.22
1890,"18T109",0.9
1891,"18T109",1.47
1892,"18T109",1.14
1893,"18T109",1.15
1894,"18T109",1.81
1895,"18T109",1.18
1896,"18T109",1.2
1897,"18T109",1.38
1898,"18T109",1.26
1899,"18T109",1.18
1900,"18T109",1.56
1901,"18T109",1.16
1902,"18T109",1.49
1903,"18T109",1.41
1904,"18T109",1.36
1905,"18T109",1.31
1906,"18T109",1.42
1907,"18T109",1.39
1908,"18T109",1.46
1909,"18T109",1.08
1910,"18T109",1.12
1911,"18T109",1.01
1912,"18T109",1.41
1913,"18T109",1.39
1914,"18T109",1.62
1915,"18T109",1.47
1916,"18T109",1.44
1917,"18T109",0.86
1918,"18T109",0.58
1919,"18T109",0.82
1920,"18T109",0.73
1921,"18T109",0.54
1922,"18T109",0.59
1923,"18T109",0.67
1924,"18T109",0.4
1925,"18T109",0.71
1926,"18T109",0.5
1927,"18T109",0.7
1928,"18T109",0.54
1929,"18T109",0.74
1930,"18T109",0.67
1931,"18T109",0.79
1932,"18T109",0.6
1933,"18T109",0.63
1934,"18T109",0.4
1935,"18T109",0.34
1936,"18T109",0.55
1937,"18T109",0.41
1938,"18T109",0.52
1939,"18T109",0.52
1940,"18T109",0.48
1941,"18T109",0.63
1942,"18T109",1.03
1943,"18T109",0.89
1944,"18T109",0.88
1945,"18T109",0.63
1946,"18T109",0.71
1947,"18T109",0.89
1948,"18T109",1.33
1949,"18T109",0.94
1950,"18T109",1.11
1951,"18T109",0.94
1952,"18T109",1.06
1953,"18T109",0.86
1954,"18T109",0.87
1955,"18T109",0.8
1956,"18T109",1
1957,"18T109",0.87
1958,"18T109",1.17
1959,"18T109",0.67
1960,"18T109",0.81
1961,"18T109",0.99
1962,"18T109",0.84
1963,"18T109",0.96
1964,"18T109",1.05
1965,"18T109",0.94
1966,"18T109",0.56
1967,"18T109",0.74
1968,"18T109",0.63
1969,"18T109",0.77
1970,"18T109",0.64
1971,"18T109",0.75
1972,"18T109",0.56
1973,"18T109",0.36
1974,"18T109",0.46
1975,"18T109",0.53
1976,"18T109",0.62
1977,"18T109",0.62
1978,"18T109",0.75
1979,"18T109",0.56
1980,"18T109",1.16
1981,"18T109",1.12
1982,"18T109",0.61
1983,"18T109",1.11
1984,"18T109",1.08
1985,"18T109",0.99
1986,"18T109",0.98
1987,"18T109",0.82
1988,"18T109",0.96
1989,"18T109",1.01
1990,"18T109",1.27
1991,"18T109",0.58
1992,"18T109",0.35
1993,"18T109",0.47
1994,"18T109",0.45
1995,"18T109",0.35
1996,"18T109",0.48
1997,"18T109",0.98
1998,"18T109",1.01
1999,"18T109",0.5
2000,"18T109",0.56
2001,"18T109",0.55
2002,"18T109",0.47
2003,"18T109",0.4
2004,"18T109",0.6
2005,"18T109",0.65
2006,"18T109",0.67
2007,"18T109",0.66
2008,"18T109",0.75
2009,"18T109",0.6
2010,"18T109",0.69
2011,"18T109",0.98
2012,"18T109",0.75
2013,"18T109",0.64
2014,"18T109",0.67
2015,"18T109",0.61
2016,"18T109",0.45
2017,"18T109",0.75
2018,"18T109",0.82
1976,"18T111",6.67
1977,"18T111",5.52
1978,"18T111",6.07
1979,"18T111",5.2
1980,"18T111",5.51
1981,"18T111",5.56
1982,"18T111",5.61
1983,"18T111",6.12
1984,"18T111",4.44
1985,"18T111",3.77
1986,"18T111",4.09
1987,"18T111",4.43
1988,"18T111",4.6
1989,"18T111",4.71
1990,"18T111",4.79
1991,"18T111",4.54
1992,"18T111",4.43
1993,"18T111",7.31
1994,"18T111",7.96
1995,"18T111",7.86
1996,"18T111",6.65
1997,"18T111",5.9
1998,"18T111",4.86
1999,"18T111",3.56
2000,"18T111",4.21
2001,"18T111",3.85
2002,"18T111",3.25
2003,"18T111",3.87
2004,"18T111",4.46
2005,"18T111",5.5
2006,"18T111",5.38
2007,"18T111",4.49
2008,"18T111",3.76
2009,"18T111",3.21
2010,"18T111",3.12
2011,"18T111",3.15
2012,"18T111",2.93
2013,"18T111",2.59
2014,"18T111",2.69
2015,"18T111",2.94
2016,"18T111",2.74
2017,"18T111",2.88
2018,"18T111",3.65
1893,"18T113",5.68
1894,"18T113",6.15
1895,"18T113",4.82
1896,"18T113",4.72
1897,"18T113",4.94
1898,"18T113",4.58
1899,"18T113",4.53
1900,"18T113",5.52
1901,"18T113",5.15
1902,"18T113",5
1903,"18T113",4.8
1904,"18T113",4.2
1905,"18T113",3.75
1906,"18T113",2.1
1907,"18T113",2.69
1908,"18T113",2.93
1909,"18T113",2.47
1910,"18T113",2.37
1911,"18T113",2.43
1912,"18T113",2.56
1913,"18T113",2.68
1914,"18T113",2.67
1915,"18T113",2.76
1916,"18T113",2.94
1917,"18T113",3.28
1918,"18T113",3.21
1919,"18T113",3.7
1920,"18T113",4.44
1921,"18T113",4.77
1922,"18T113",2.95
1923,"18T113",2.93
1924,"18T113",2.5
1925,"18T113",2.38
1926,"18T113",2.08
1927,"18T113",2.45
1928,"18T113",2.35
1929,"18T113",1.56
1930,"18T113",1.52
1931,"18T113",1.38
1932,"18T113",1.52
1933,"18T113",1.66
1934,"18T113",1.6
1935,"18T113",1.92
1936,"18T113",2.15
1937,"18T113",1.73
1938,"18T113",1.69
1939,"18T113",1.69
1940,"18T113",1.99
1941,"18T113",2.41
1942,"18T113",2.38
1943,"18T113",2.61
1944,"18T113",2.41
1945,"18T113",1.6
1946,"18T113",1.71
1947,"18T113",2.09
1948,"18T113",3.6
1949,"18T113",3.37
1950,"18T113",2.71
1951,"18T113",2.89
1952,"18T113",2.53
1953,"18T113",2.84
1954,"18T113",3.11
1955,"18T113",3
1956,"18T113",2.47
1957,"18T113",3.66
1958,"18T113",3.97
1959,"18T113",2.37
1960,"18T113",2.56
1961,"18T113",2.5
1962,"18T113",1.94
1963,"18T113",1.88
1964,"18T113",1.5
1965,"18T113",1.36
1966,"18T113",0.75
1967,"18T113",0.91
1968,"18T113",0.54
1969,"18T113",0.94
1970,"18T113",0.96
1971,"18T113",1.49
1972,"18T113",2
1973,"18T113",1.58
1974,"18T113",1.55
1975,"18T113",2.18
1976,"18T113",2.47
1977,"18T113",1.64
1978,"18T113",2.41
1979,"18T113",1.81
1980,"18T113",2.12
1981,"18T113",2
1982,"18T113",1.24
1983,"18T113",1.68
1984,"18T113",1.07
1985,"18T113",0.61
1986,"18T113",0.52
1987,"18T113",0.45
1988,"18T113",0.67
1989,"18T113",0.96
1990,"18T113",1.67
1991,"18T113",1.2
1992,"18T113",1.34
1993,"18T113",2.36
1994,"18T113",3.23
1995,"18T113",2.88
1996,"18T113",3.21
1997,"18T113",3.48
1998,"18T113",3.29
1999,"18T113",2.34
2000,"18T113",1.43
2001,"18T113",1.6
2002,"18T113",1.04
2003,"18T113",0.64
2004,"18T113",0.81
2005,"18T113",1.06
2006,"18T113",1.06
2007,"18T113",1.21
2008,"18T113",0.84
2009,"18T113",0.86
2010,"18T113",0.9
2011,"18T113",1.64
2012,"18T113",1.56
2013,"18T113",1.46
2014,"18T113",1.72
2015,"18T113",1.04
2016,"18T113",1.57
2017,"18T113",1.43
1982,"18T115",4.78
1983,"18T115",6.1
1984,"18T115",5.73
1985,"18T115",4.18
1986,"18T115",6.18
1987,"18T115",6.91
1988,"18T115",6.63
1989,"18T115",6.5
1990,"18T115",6.87
1991,"18T115",6.54
1992,"18T115",6.57
1993,"18T115",7.43
1994,"18T115",5.66
1995,"18T115",5.82
1996,"18T115",5.52
1997,"18T115",5.2
1998,"18T115",3.53
1999,"18T115",4.2
2000,"18T115",4.26
2001,"18T115",4.54
2002,"18T115",5.17
2003,"18T115",4.91
2004,"18T115",5.19
2005,"18T115",5.21
2006,"18T115",3.52
2007,"18T115",3.96
2008,"18T115",3.46
2009,"18T115",3.34
2010,"18T115",3.48
2011,"18T115",3.66
2012,"18T115",2.99
2013,"18T115",2.94
2014,"18T115",4.09
2015,"18T115",3.01
2016,"18T115",3.05
2017,"18T115",2.69
1979,"18T116",6.8
1980,"18T116",7.52
1981,"18T116",6.44
1982,"18T116",6.71
1983,"18T116",6.36
1984,"18T116",8.63
1985,"18T116",9.34
1986,"18T116",6.5
1987,"18T116",7.71
1988,"18T116",5.65
1989,"18T116",6.83
1990,"18T116",6.32
1991,"18T116",4.5
1992,"18T116",4.69
1993,"18T116",4.03
1994,"18T116",6.43
1995,"18T116",5.44
1996,"18T116",5.95
1997,"18T116",6.05
1998,"18T116",5.59
1999,"18T116",3.83
2000,"18T116",4.94
2001,"18T116",5.56
2002,"18T116",4.55
2003,"18T116",4.57
2004,"18T116",5.39
2005,"18T116",6.02
2006,"18T116",4.5
2007,"18T116",4.31
2008,"18T116",3.23
2009,"18T116",4.74
2010,"18T116",4.24
2011,"18T116",4.4
2012,"18T116",5.98
2013,"18T116",4.1
2014,"18T116",3.64
2015,"18T116",3.41
2016,"18T116",2.78
2017,"18T116",3.43
1998,"18T117",9.5
1999,"18T117",8.67
2000,"18T117",11.08
2001,"18T117",11.09
2002,"18T117",9.35
2003,"18T117",10.94
2004,"18T117",11.94
2005,"18T117",9.21
2006,"18T117",8.68
2007,"18T117",7.16
2008,"18T117",7.35
2009,"18T117",7.59
2010,"18T117",8.77
2011,"18T117",6.52
2012,"18T117",5.36
2013,"18T117",5.04
2014,"18T117",4.67
2015,"18T117",4.32
2016,"18T117",3.65
2017,"18T117",3.34
1968,"18T118",4.13
1969,"18T118",3.34
1970,"18T118",4.05
1971,"18T118",4.91
1972,"18T118",3.79
1973,"18T118",6.27
1974,"18T118",4.89
1975,"18T118",4.43
1976,"18T118",5.54
1977,"18T118",5.52
1978,"18T118",5.58
1979,"18T118",5.11
1980,"18T118",5.59
1981,"18T118",6.41
1982,"18T118",5.73
1983,"18T118",5.74
1984,"18T118",4.43
1985,"18T118",3.83
1986,"18T118",3.52
1987,"18T118",4.26
1988,"18T118",4.54
1989,"18T118",5.11
1990,"18T118",5.47
1991,"18T118",5.61
1992,"18T118",5.46
1993,"18T118",5.9
1994,"18T118",4.88
1995,"18T118",4.59
1996,"18T118",3.73
1997,"18T118",3.8
1998,"18T118",4.03
1999,"18T118",4.66
2000,"18T118",3.66
2001,"18T118",3.56
2002,"18T118",3.26
2003,"18T118",2.9
2004,"18T118",3.13
2005,"18T118",3.59
2006,"18T118",2.86
2007,"18T118",2.8
2008,"18T118",2.9
2009,"18T118",2.59
2010,"18T118",1.98
2011,"18T118",2.26
2012,"18T118",2.06
2013,"18T118",1.76
2014,"18T118",1.93
2015,"18T118",1.59
2016,"18T118",1.54
2017,"18T118",1.45
1964,"18T119",9.96
1965,"18T119",10.13
1966,"18T119",7.65
1967,"18T119",8.41
1968,"18T119",9.74
1969,"18T119",8.87
1970,"18T119",11.16
1971,"18T119",5.14
1972,"18T119",5.83
1973,"18T119",4.02
1974,"18T119",5
1975,"18T119",6.91
1976,"18T119",8.04
1977,"18T119",8.49
1978,"18T119",7.17
1979,"18T119",6.93
1980,"18T119",6.11
1981,"18T119",4.27
1982,"18T119",3.48
1983,"18T119",5.28
1984,"18T119",4.15
1985,"18T119",6.18
1986,"18T119",6.19
1987,"18T119",7.88
1988,"18T119",9.04
1989,"18T119",5.84
1990,"18T119",4.54
1991,"18T119",3.72
1992,"18T119",7.31
1993,"18T119",4.67
1994,"18T119",6.81
1995,"18T119",4.5
1996,"18T119",3.95
1997,"18T119",4.92
1998,"18T119",3.15
1999,"18T119",3.01
2000,"18T119",4.49
2001,"18T119",6.47
2002,"18T119",7.88
2003,"18T119",7.02
2004,"18T119",6.74
2005,"18T119",6.91
2006,"18T119",5.48
2007,"18T119",4.15
2008,"18T119",4.47
2009,"18T119",4.76
2010,"18T119",5.59
2011,"18T119",6.06
2012,"18T119",6.04
2013,"18T119",5.94
2014,"18T119",5.33
2015,"18T119",4.3
2016,"18T119",2.85
2017,"18T119",3.79
1951,"18T121",10.2
1952,"18T121",9.6
1953,"18T121",9
1954,"18T121",7.58
1955,"18T121",7.17
1956,"18T121",5.56
1957,"18T121",6.78
1958,"18T121",6.61
1959,"18T121",5.65
1960,"18T121",5.28
1961,"18T121",6.22
1962,"18T121",4.8
1963,"18T121",4.1
1964,"18T121",4.38
1965,"18T121",4.23
1966,"18T121",3.72
1967,"18T121",4.41
1968,"18T121",3.09
1969,"18T121",3.32
1970,"18T121",3.33
1971,"18T121",3.75
1972,"18T121",3.25
1973,"18T121",2.35
1974,"18T121",2.65
1975,"18T121",2.91
1976,"18T121",3.08
1977,"18T121",2.61
1978,"18T121",3.18
1979,"18T121",2.32
1980,"18T121",2.65
1981,"18T121",2.61
1982,"18T121",1.5
1983,"18T121",1.53
1984,"18T121",1.06
1985,"18T121",1.38
1986,"18T121",1.26
1987,"18T121",1.46
1988,"18T121",1.66
1989,"18T121",1.66
1990,"18T121",1.85
1991,"18T121",1.36
1992,"18T121",1.45
1993,"18T121",2.33
1994,"18T121",2.32
1995,"18T121",1.89
1996,"18T121",1.82
1997,"18T121",2.04
1998,"18T121",1.63
1999,"18T121",1.63
2000,"18T121",1.35
2001,"18T121",1.54
2002,"18T121",1.85
2003,"18T121",1.92
2004,"18T121",1.69
2005,"18T121",2.13
2006,"18T121",2.1
2007,"18T121",2.31
2008,"18T121",2.15
2009,"18T121",2.23
2010,"18T121",2.1
2011,"18T121",2.38
2012,"18T121",2.15
2013,"18T121",2.76
2014,"18T121",2.58
2015,"18T121",2.11
2016,"18T121",2.47
2017,"18T121",2.14
1857,"18T122",14.25
1858,"18T122",12.95
1859,"18T122",9.09
1860,"18T122",10.92
1861,"18T122",9.47
1862,"18T122",8.52
1863,"18T122",5.4
1864,"18T122",3.33
1865,"18T122",3.08
1866,"18T122",4.95
1867,"18T122",3.78
1868,"18T122",3.58
1869,"18T122",4.17
1870,"18T122",3.89
1871,"18T122",2.9
1872,"18T122",2.54
1873,"18T122",2.3
1874,"18T122",2.4
1875,"18T122",2.65
1876,"18T122",3.41
1877,"18T122",3.48
1878,"18T122",3.23
1879,"18T122",2.91
1880,"18T122",1.88
1881,"18T122",1.62
1882,"18T122",1.74
1883,"18T122",1.9
1884,"18T122",2.76
1885,"18T122",2.31
1886,"18T122",2.78
1887,"18T122",2.38
1888,"18T122",2.53
1889,"18T122",2.2
1890,"18T122",1.99
1891,"18T122",2.29
1892,"18T122",2.44
1893,"18T122",1.86
1894,"18T122",2.19
1895,"18T122",1.92
1896,"18T122",1.93
1897,"18T122",2.34
1898,"18T122",2.56
1899,"18T122",1.88
1900,"18T122",2.52
1901,"18T122",2.36
1902,"18T122",2.18
1903,"18T122",2.33
1904,"18T122",2.02
1905,"18T122",1.98
1906,"18T122",1.56
1907,"18T122",2.12
1908,"18T122",2.02
1909,"18T122",1.89
1910,"18T122",1.83
1911,"18T122",1.75
1912,"18T122",2.01
1913,"18T122",1.96
1914,"18T122",1.48
1915,"18T122",1.3
1916,"18T122",1.36
1917,"18T122",1.32
1918,"18T122",1.35
1919,"18T122",1.35
1920,"18T122",1.88
1921,"18T122",1.97
1922,"18T122",1.85
1923,"18T122",2.07
1924,"18T122",1.6
1925,"18T122",1.28
1926,"18T122",1.06
1927,"18T122",0.96
1928,"18T122",1.03
1929,"18T122",0.86
1930,"18T122",1.02
1931,"18T122",1.29
1932,"18T122",0.96
1933,"18T122",0.88
1934,"18T122",0.88
1935,"18T122",0.81
1936,"18T122",0.97
1937,"18T122",0.89
1938,"18T122",0.88
1939,"18T122",0.68
1940,"18T122",0.86
1941,"18T122",1.04
1942,"18T122",1.06
1943,"18T122",0.72
1944,"18T122",0.63
1945,"18T122",0.6
1946,"18T122",0.57
1947,"18T122",0.7
1948,"18T122",0.74
1949,"18T122",0.66
1950,"18T122",0.28
1951,"18T122",0
1952,"18T122",0.07
1953,"18T122",0.17
1954,"18T122",0.1
1955,"18T122",0.16
1956,"18T122",0.22
1957,"18T122",0.26
1958,"18T122",0.3
1959,"18T122",0.18
1960,"18T122",0.23
1961,"18T122",0.22
1962,"18T122",0.29
1963,"18T122",0.34
1964,"18T122",0.36
1965,"18T122",0.38
1966,"18T122",0.38
1967,"18T122",0.39
1968,"18T122",0.31
1969,"18T122",0.42
1970,"18T122",0.42
1971,"18T122",0.45
1972,"18T122",0.45
1973,"18T122",0.54
1974,"18T122",0.56
1975,"18T122",0.66
1976,"18T122",0.65
1977,"18T122",0.47
1978,"18T122",0.45
1979,"18T122",0.49
1980,"18T122",0.54
1981,"18T122",0.49
1982,"18T122",0.76
1983,"18T122",0.88
1984,"18T122",0.77
1985,"18T122",0.6
1986,"18T122",0.47
1987,"18T122",0.46
1988,"18T122",0.41
1989,"18T122",0.43
1990,"18T122",0.44
1991,"18T122",0.46
1992,"18T122",0.36
1993,"18T122",0.33
1994,"18T122",0.28
1995,"18T122",0.32
1996,"18T122",0.37
1997,"18T122",0.51
1998,"18T122",0.32
1999,"18T122",0.22
2000,"18T122",0.14
2001,"18T122",0.13
2002,"18T122",0.16
2003,"18T122",0.17
2004,"18T122",0.19
2005,"18T122",0.23
2006,"18T122",0.25
2007,"18T122",0.21
2008,"18T122",0.29
2009,"18T122",0.23
2010,"18T122",0.23
2011,"18T122",0.24
2012,"18T122",0.2
2013,"18T122",0.19
2014,"18T122",0.2
2015,"18T122",0.2
2016,"18T122",0.25
2017,"18T122",0.24
2018,"18T122",0.28
1957,"18T123",7.05
1958,"18T123",7.34
1959,"18T123",4.4
1960,"18T123",9.02
1961,"18T123",8.78
1962,"18T123",5.97
1963,"18T123",7.38
1964,"18T123",5.84
1965,"18T123",7.6
1966,"18T123",6.41
1967,"18T123",7.34
1968,"18T123",4.82
1969,"18T123",6.17
1970,"18T123",8.07
1971,"18T123",3.95
1972,"18T123",5.95
1973,"18T123",5.65
1974,"18T123",6.91
1975,"18T123",5.55
